discourse_text,discourse_type
Some may say that online schools can help kids be stress free ,Counterclaim
An argument against online classes would be that students are less motivated to learn if they are not in a classroom setting because they do not feel forced.,Counterclaim
Some people says when the student take the online class from home he are more concentrade ,Counterclaim
"Many argue that breakfast is the most important meal of the day,",Counterclaim
"Some could argue that a person could teach better than a book or website, and while this is true to an extent,",Counterclaim
It does make sense why virtual classes are easier to teach and be enrolled in,Counterclaim
Someone would argued that students should attend classes at home.,Counterclaim
"For example, doing our work online at home. It is more beneficial becuase students don't have a limite time to stop.",Counterclaim
"Many kids could see this as an issue though, if school systems use this as a way to make kids continue to do school work on their days off (snow days, weekends, long breaks) it can tire them out ",Counterclaim
Many people may say that implementing a tardy/absent policy to being sick or away from school is wrong and they could have a point,Counterclaim
"Some may say that we live in an age of digitization, and education must keep up with technological advances,",Counterclaim
"Although, some people may think at home education is more efficient because they can do other things at once and get more tasks done,",Counterclaim
Distance learning has many challenges to face due to it still being in development ,Counterclaim
Although it makes sense that some people might want to lean away from the combination of technology and learning ,Counterclaim
Online classes have many benefits but also some drawbacks.,Counterclaim
Of course the students will get bored of being alone while doing school ,Counterclaim
There is some ways that online schooling could benefit students.,Counterclaim
"Lastly, There are some people who believe that online learning will negatively affect students by allowing them to stay home where there are many distractions. While it may be true that students can be more easily distracted at home ",Counterclaim
"Some educators, parents, and students argue that distance learning classes limit a student's ability to learn as a result of there being no physical presence of a teacher",Counterclaim
"And as I have seen, many complain that classes are not flexible by much if not at all. ",Counterclaim
"Though many complain that they are not shy and need to talk with someone in person,",Counterclaim
"Most high school students dread coming to school everyday to lazily sit through class waiting for the final bell to ring, dismissing them back to the freedom of the outside world.",Counterclaim
Some people say that high school is a waste of time and energy. That you could just do you classes from home because its a better and more comfortable ,Counterclaim
"Some parents and teachers are against distance learning for various reasons: Teachers think that students are going to have a hard time studying at home by themselves, as they have to do the teaching and the learning at the same time without having a teacher to lecture by their sides.",Counterclaim
"The opinion varies amongside of the parents however, some of them are unaware of the deadliness of the virus and think that their children should go to school regardless of the outbreak.",Counterclaim
Some people think going to school is a waste of time,Counterclaim
People think school is a waste of time because you wake up early and spend 8 hours in school.,Counterclaim
"Although one may feel students should not hold the opportunity of attending class from home due to the possibility of a student becoming off-task,",Counterclaim
"Although, some may agree with being able to take online classes",Counterclaim
"It is true online classes are not effecient to students because students can cheat and don't learn,",Counterclaim
Some may argue that taking classes from home would reduce students' level of focus.,Counterclaim
One argument against online classes is that they would stop kids from learning to interact in person.,Counterclaim
People will argue that some benefits of attending classes from home is better by stating that it prevents students from being bullied and gives students a better environment. ,Counterclaim
"One of the downsides to long distance learning is, if the student is distracted by social media, then there's no one to tell him to focus on his school work.",Counterclaim
One other downside to long distance learning is if a student has a question on a problem or a work sheet it may become difficult for a student to contact the teacher.,Counterclaim
"It is fair to argue that being at home reduces your attention span, and that you are more likely to get distracted at home then you are at school ",Counterclaim
"But even if the class was missed,",Counterclaim
"Although this method may be overlooked for being difficult to schedule,",Counterclaim
"
On the alternative side, some may argue that students would feel more comfortable at home, not stress about being late to class or missing the bus ride, or cause trouble in class; ",Counterclaim
There are points to make about how students wouldn't benefit from taking classes at home.,Counterclaim
"Many childrens' hospitals have school-like systems already in place and communications with a patient's school so that no one falls behind in their studies while they receive treatment, ",Counterclaim
"Some schools recognize the responsibilities a student may have at home and supply them their papers and materials,",Counterclaim
Other people might think that students couldn't handle doing their work on their own time ,Counterclaim
"Yes, online school would be better for students' mental health now",Counterclaim
"yes, the online courses could be more personalized to a specific student on some softwares ",Counterclaim
People with the idea that online school is the better option also have the misguided notion that waking up when one pleases is a good thing. This would be correct if it were in moderation ,Counterclaim
It is true that online students most likely would be able to join these programs ,Counterclaim
One of the apparent reasons that students attend online school is to escape bullying ,Counterclaim
"Some may believe that the way someone learns has nothing to do with their environment,",Counterclaim
" There are people who do not like the idea of changing the way students learn because they are terrified of change, so offering the choice is a problem to many.",Counterclaim
Although there are people who have the belief that working from home isn't actually a job because you aren't considered to be working; ,Counterclaim
When your attending classes from home you have more sleep and you wont be tired because it will be at your own time. And also you dont have to be in a class that the teacher dont really like to teach because over time some teachers lose that feeling that they loved. ,Counterclaim
"Opposition to this idea might say that the social aspect of school is as important as education itself,",Counterclaim
" While it might be possible for physically handicapped people to find a way to work around their problem,",Counterclaim
Some say students will not be benefit of attend classes from home by way of online or video conferencing because a lot of students don't have access to internet or they have no computers at home. ,Counterclaim
Although some say students will not be benefit of attend classes from home by way of online or video conferencing because a lot of students don't have access to internet or they have no computers at home,Counterclaim
" and other people belief, this not a good idea",Counterclaim
"In a single household, there are so many distractions that could take someone away from what they are trying to do or what they are trying to learn ",Counterclaim
"Although supporters of distance learning may argue against this point by claiming that taking classes at home could be made a possibility for younger students in elementary school as they are generally not required to give presentations, ",Counterclaim
"On the other hand, being in a classroom can help benefit the students as well. ",Counterclaim
"Many people make the argument that doing courses from home isn't an appropriate way of learning, and should be done in the classroom ",Counterclaim
There's also an assumption that homeschooling is a new concept ,Counterclaim
Some students may do better learning online than others ,Counterclaim
Some might say that if your learning online from home your parents can watch you or supervise. Yes that's true ,Counterclaim
Even though some students can succeed learning online,Counterclaim
"Some students are introverted, and would greatly appreciate an opportunity to learn in a distanced environment,",Counterclaim
"
There are many valid reasons that support the practice of home-schooling. For example, students with social anxiety will be better off in the comforts of home. ",Counterclaim
Supporter of attending classes from home may point out how it is more environmental due to reduce use of paper and transportation. They also might mention how student would feel more comfortable learning at home ,Counterclaim
"Understandably, students could take advantage of this system by just saying they are sick to sit in on a class from the comfort of their own bed",Counterclaim
Some might argue that with the introduction of video conferencing this lack of proper communication would be eliminated. ,Counterclaim
"With the addition of technology into the world, it may seem that learning from home with the use of technology is the best option for learning.",Counterclaim
People with the opposite opinion may say that at home students will be easily distracted and will have so much more freedom that they won't get any learning or work done. ,Counterclaim
"They also might say that at home classes could affect their social skills,",Counterclaim
"Distance education may allow you to work at your own pace,",Counterclaim
"Some people think that online school is helpful because it is a different style,",Counterclaim
"Some may argue that providing students with the option of distance learning may allow them to be lazy. Because the student is not actually present in the classroom, the teacher has little control over what the student does",Counterclaim
Distance learning may help kids learn,Counterclaim
" Being home schooled is nothing like regular school you don't have to wake early, ",Counterclaim
you get to choose what time you do your work. ,Counterclaim
"Some people say, that students should have online classes because they need to focus in school and that they should start planning what they want to do when they are grown up and out of school. ",Counterclaim
Some may object and say that online or video conferencing corrodes student's social skills.,Counterclaim
"On the other hand, some students don't have any support from their families and they don't speak enough English, which means the can't come to school because of their jobs. ",Counterclaim
"People who are not familiar with this technology may think that online classes are not good for society,",Counterclaim
"Obviously, online students are not allowed to take Advanced Placement and other college level classes online,",Counterclaim
"People may say that online students don't get the same experiences,",Counterclaim
 Some people fear that having online learning would result in kids not learning and just sitting at home playing games instead of school work at home ,Counterclaim
This was really beneficial because i'm usually very busy with my spring sports and my other daily activities. ,Counterclaim
"There's also other beneficial things for the kids who might have behavior problems with school,",Counterclaim
"Yes, being physically present is important and may have social benefit ",Counterclaim
But Sometimes it could be a distraction from you doing all your work. ,Counterclaim
"As great as distance learning sounds it, as with all decisions, does not come without drawbacks. Tackling possibly it's biggest problem, distance learning has a high technological dependency to function efficiently and having tech means spending lots of money.
",Counterclaim
"In contrast, reciving classes online can be a good option for does students that don't have the resources to go to school.",Counterclaim
"however, it could get hard by not getting the help they want from an actual computer during any time of the day.
",Counterclaim
"On the other hand, there are students who need more of a face to face help than only getting the contact they need from a person through a device ",Counterclaim
Many schools started online classes due to emergencies or some students arent able to attend school everyday,Counterclaim
"Although some may say online classes are helpful because students can do school work on their own time,they wont have to wait until a teacher gives them instructions for assignments ",Counterclaim
"Students also can invite their friends over their houses and work togather on assignments but they can also copy eachother on tests,quizes or even homework. ",Counterclaim
Many students and teachers are interested in attending classes from home or by online video conferencing.,Counterclaim
The bad part about this idea though is students will not learn how to socialize or how to make good connections with people. Also if a student loses their internet access or has a power outage their is no way for them to attend class besides going to a nearby place with internet ,Counterclaim
"But I do see that is not really the same as school, i see the point, that it would be lonely for some people to just do school at home and not really have the social life that school gives them. ",Counterclaim
"Regardless of what educational system is in place, whether traditional learning or distance learning, there will be the students that wont study, will copy their friend's homework, and will cheat on test, its unavoidable;",Counterclaim
"But you know some students think different about things like this some students might want get it done then and there. Not waste any other free time they may get to do any work. Like some students might take this as an advantage and get as much work done as possible so they have the extra free time other days.
",Counterclaim
"And some students have jobs they might want to get they're work done in the morning and go to work come home and not have any work to do when they come home
",Counterclaim
The pros of taking online classes I would say is being at home ,Counterclaim
"The idea of implementing online learning programs on a national level to isolate students and staff from contagious illness and disease perhaps sounds bombastic and reactionary at a first glance,",Counterclaim
"Better focus, however, does not solely stem from a comfortable learning environment,",Counterclaim
Attending online classes have a lot of disabilities to teach a student they way they need to be teaching. A teacher can show us how to use a good language with other people but an online class wouldn't be able to do that ,Counterclaim
"Although providing online classes would allow more people to learn and grow their brain, I do believe it is more beneficial for a student to be working in school than from home.",Counterclaim
"Despite the many bonuses that distance learning offers, there is something that can be said about the social aspect of traditional public schooling. By forcing students to interact with one another, traditional schools facilitate social interactions between peers.",Counterclaim
"Aluthough, many of said taking online classes in home has disadantage because students get easly distarcted and can't improve themselves. ",Counterclaim
"While some may argue that online learning takes away the one-on-one time between students and teachers that is necessary for learning,",Counterclaim
"Others may think that taking online courses are a waste of time. Parents question the school district ""

if we have teachers then why do we need online courses?"". ",Counterclaim
Some students may say that it takes time from their free time ,Counterclaim
"However, many people will say that doing online school won't benefit the students. Most people will say that doing online school wouldn't benefit the students because they wouldn't do the work. Another reason people would say that online school wouldn't benefit the school is they wouldn't understand the lesson. Another reason is they wouldnt make any friends.",Counterclaim
"However, public schools provide a more precise education.",Counterclaim
" Furthermore, In schools, kids can learn topics that they might not be able to learn from online classes.",Counterclaim
"Even thought some people might say students shouldn't take classes in online because they can not learn good enough, they might be distracted or even ask any question to solve their problem,",Counterclaim
"While the option of enrolling in an online course can be beneficial to some,",Counterclaim
Being able to study from the comfort of one's home is a warm and inviting concept.,Counterclaim
I haven't talked about the other side of the story.,Counterclaim
"The more common argument that I hear is that students will not get any interacting with other classmates, therefore making them anti-social ",Counterclaim
they should use these options when there is bad weather or ice roads outside,Counterclaim
students who got injuries and cannot come to school for 1 month because there doctor gave him or her bed rest for 1 month this option can help him so that he or she do not miss there whole month so that they can keep up with there grades so that he or she do not fall back and they can get there diploma. ,Counterclaim
some students who work 5 to 6 days in a week and cannot get up early in the morning this program can help them to get there diploma by staying and taking there test online and video conferencing with there teacher.,Counterclaim
I understand that some people may disagree and prefer students to go to a normal school since they are going to have more social life.,Counterclaim
Many may believe that online school doesn't teach students what is required. I understand why some might think this because students who learn from home usually have a lot of free time.,Counterclaim
"It is a known fact that, if given the opportunity, most people would chose to partner up with a friend to work on an assignment. Working with peers, especially in school, may seem like a good idea at a first glance,",Counterclaim
"Distance learning also has concerns of using too much technology, not interacting with peers, and missing out on school events ",Counterclaim
"However, some may argue that some students will abuse this system so they could stay home because they wish to skip class and be lazy or maybe just want to stay home. ",Counterclaim
"Some students might argue that going to school is much is easier than online schools,",Counterclaim
"Though, being able to ask your teacher questions relating to the topic can be helpful. ",Counterclaim
"Studying online is not a easy way to learn something,",Counterclaim
"However, many people would not agree with this position, Some might argue that students can get distracted by being at home or that they might not have the same feeling of studying at their home then at school.",Counterclaim
"Even if some extracurricular activities are offered,",Counterclaim
"Even if students have to view the online class by a certain time to get credit,",Counterclaim
"Yes, you could say there are students that just want a chance to learn and dont care for the social aspect of school. ",Counterclaim
there is no argument that public schools are full of distractions. Especially with the technological advancement of phones.,Counterclaim
"To give credit where credit is due. I can see why primarily home schooling most students is a good idea. It allows students to be in a possibly more comforting environment. students are able to work at there own pace, whatever that may be ",Counterclaim
Although it would be more helpful to just attend class face to face ,Counterclaim
"Now, some students might not experience the ""school"" life and possibly miss out on the culture of attending school event and making lifelong friends.",Counterclaim
Some argue that online school isn't as good as going to regular school because students can miss out on unique opportunities and experiences found only in a traditional classroom.,Counterclaim
"Some people will say ""It'll give them the chance to be more independent, and learn to do things on their own. ",Counterclaim
"On the other hand, I feel like this could work.",Counterclaim
People will believe this could hurt the students who try to get everything done faster to have more free time during the day.,Counterclaim
"Although some people, like Generic_Name's parents, believe that schools offering students to attend classes from home will keep them from comimg to school ",Counterclaim
"Some think distance learning is not beneficial however,students should be able to attend classes online and join a video conference ",Counterclaim
in my opinion others might think it is better to go to school.,Counterclaim
"However, attending classes from home may provide more of a comfort to students who prefer to be independent and in a comfortable environment when learning.",Counterclaim
Half of the students wouldn't take it serious because they are at home and feel like they can just do anything because there's no teacher in their face,Counterclaim
Others may feel that with distance learning students would get more distracted than they would if they had someone guiding them through the assignment;,Counterclaim
Some people may say that there are also some people that are not able to come to school because of some specific reason or some people are influenced in a bad way at school ,Counterclaim
"Some say that students are going to have a harder time learning from home due to all the distractions. While yes that does makes sense, ",Counterclaim
"Though there are people who say that it's best for students to learn at school, because they can ask their teachers and other students for help. ",Counterclaim
"critics may say student go online to study what they learned, but they won't do online schooling.",Counterclaim
"However, there are some students who are not able to learn from an online course, or they can't learn from a video.",Counterclaim
Some people would disagree with this position. Some may argue that if schools offer online classes it would benefit students.,Counterclaim
"Although the video conferencing software might include a messaging system for students to communicate with their teachers,",Counterclaim
Some students prefer to have online,Counterclaim
There are some people who believe that attending school in a conventional setting is essential to students so that they can interact with others and understand topics with face to face lessons ,Counterclaim
Those who believe schools should offer online classes have reasons. They believe that students will have flexible schudeles during the day. It will help students to relieve strees and to work if they have a part-time job. They also think that students will become more responsable attending classes from home. Doing their work in their own will develop a self- decipline. ,Counterclaim
"Although distance learning limits the amount of school the student would miss from illnesses and potentially provides a wider variety of classes for a student, distance learning does not allow the student to have the social aspect that traditional school has. ",Counterclaim
"
however some students are not agree to come to school because they might not like to wake up early every morning or deal with others ",Counterclaim
Opponents argue that online or video conferencing learning would be beneficial to students more than learning in a classroom,Counterclaim
On the other hand people might think that taking online classes is bad because you don't get the in class experience.,Counterclaim
"Older generations have a different opinion on this idea. They think that the new generations are becoming too lenient, they say that you'll be put in uncomfortable situations all the time in the real world, and life isn't always about comfort.",Counterclaim
"Students are benefiting from online classes but, some students comeback into public schools because they learn better face to face with a teacher, and not steering at a screen all day.",Counterclaim
Some school say schools should offer distance learning classes because that way students have more time to do other activities,Counterclaim
"Some people say that the idea of students attend classes online from home will have more benefits is a bad idea, because they say,""Teenagers are lazy, and they will sleep more late at night"". ",Counterclaim
"Although online classes are the solution for some students,",Counterclaim
on he other hand there is the possibility that a student can afford a compter or tablet to participate in the proceedings ,Counterclaim
"One might argue that distance learning could enable cheating, ",Counterclaim
Sometime using technology can be a bad thing as well. Many of the thing we do at school can help us in the real world. One of the thing that school help us with is social skills.,Counterclaim
Another reason why school help is that some student many not have the money to own an electronic or many have really bad connection to the internet.,Counterclaim
 The third reason is the student not doing the program at all.,Counterclaim
"On the other hand,

some argue that students will use the distance learning less as a tool, but more as a crutch, so that they don't have to attend classes and can stay home whenever they want. People believe that the longer that students are required to show up and are given less options to make it up at home ,the more drive to show up at school will be seen.",Counterclaim
The numbers decrease because students felt that being home all day was boring. No being able to share ideas with other students or get engage with them. Students thought they needed more activities and less standing in only one place.,Counterclaim
"Many folks from the area in 2009 thought that this online classes were useless, because since it was opened for anyone less and less students will attend to school.",Counterclaim
"
However, even if they won't be able to go through or worry about tardiness if taking distant classes ",Counterclaim
Many argue that learning from home is better than learning at school due to convenience. ,Counterclaim
Those who believed not being able to attend classes fom home wouldn't benefit students because they can't work with other students ,Counterclaim
But some moms and dads dont think its good for them kids ,Counterclaim
but they might be a little sad because they dont get to see there friends as much when there at home doing there school work ,Counterclaim
"Like everything, online school also has its cons. If someone just genuinely did not like school and tried everything to avoid it in the first place, then obviously online school would not be for them. If a normal social person tried doing online school, it would probably be more harmful than helpful because it could lead them to shutting themselves out from not being able to meet anyone or make plans in person with anyone. Kids struggling with illnesses such as depression might not be able to keep up with the online classes and end up falling behind anyways ",Counterclaim
One may state that distance learning will make cheating a lot easier. ,Counterclaim
"While online courses provide comfort for a student at home,",Counterclaim
"The reality is that taking online classes may be benefical in recieving the basic education from the comfort of home, ",Counterclaim
"Although, some people may argue that taking virtual school at home is more beneficial for students,",Counterclaim
"many kids take avantange of home school some of those kids, they have parents that travel around the world and they dont have a chance to sit down and talk about what is going on in school or the everyday life, ",Counterclaim
Although I understand that it is important to be able to complete assignments quickly for the future ,Counterclaim
"However, this can be difficult when there are constant distractions in the classroom",Counterclaim
"While trusting students to learn independently may not be appropriate for every student, ",Counterclaim
"On the other hand, the online class is not really useless thing that for the students.",Counterclaim
Although people say that online school is better so you don't get bullied ,Counterclaim
"However, some would argue that public schools teach students how to socially interact with people in the outside world and how to effectively deal with pressure/stress and disappointments, while attending online classes from home does not properly teach these important life skills.",Counterclaim
Next i think not because some people are better hands on then working on there computers.,Counterclaim
However other migth say the students attend classes form home is the best thing they can do because they dont need to do all that monring things they can just open the laptop and join there teacher form the web cam and learn,Counterclaim
"Although some people may say this can be prevented but,",Counterclaim
" A down side to this is the fact that some students just will not complete the work they are assigned, or they will procrastinate for as long as they are able to ",Counterclaim
Some might prefer to have an expierience of going to collage or making memories; ,Counterclaim
It still could bring some concerns. One could be they don't have the access to receive it. ,Counterclaim
Some may disagree that classes at school are beneficial because it doesn't allow student to learn at their own pace ,Counterclaim
"Some may argue that online conferencing helps increase availability of education,",Counterclaim
Contrary to what many believes,Counterclaim
Many people believe home schooling is a way better option then being at school because it creates more of a comfortable environment for the students ,Counterclaim
"Meanwhile, many people say it is the best thing to do ",Counterclaim
"Although this choice allows students to get assignments done when they are not able to attend public school,",Counterclaim
But some downsides are you are less social because you don't attend classes with anyone else it's just you and a computer. ,Counterclaim
Many people may argue that students should take classes online instead of going to school.,Counterclaim
Some may argue that students should not be able to take online classes or have private video conferences.,Counterclaim
I did have many complications when I was there,Counterclaim
Some people think students will not benefit from being able to attend classes from home.,Counterclaim
 Some may disagree by saying after the class is completed they can just go outside and do an extracurricular activity ,Counterclaim
Some students say they only look up answers to the questions they don't know. ,Counterclaim
"Lastly, some ways it could be negative is that students may cheat.",Counterclaim
First it was hard to interact with others so I suggested to my family about homeschooling,Counterclaim
People might simply say why can't students learn by online class.,Counterclaim
"In contrast, there might be students who prefer studying by a way of online or video conferencing",Counterclaim
"Some students would say its better to come to school, meet people and have the high school experiences. Although it sounds fun.",Counterclaim
"On the other hand, others believe that having their child stay home to do his/her class work can keep them out of trouble.

I do not disagree with the fact that it could keep them out of trouble ",Counterclaim
Even though there are a lot of benefits to having the ability to access classes online people may argue that going to school is still better for the student then staying at home. ,Counterclaim
Although some may say allowing online classes can take away from the high school experience,Counterclaim
"Although some may say students may cheat or slack off during online classes,",Counterclaim
While some may say online classes encourages shortcuts to be made,Counterclaim
"Though many students find this method endearing,",Counterclaim
" you might think with taking online classes your life would be much easier, because you don't come to school and obviously you are going to have more time for anything else ",Counterclaim
"But there is people that don't think the same, my father always told me that eduaction is the base of all, and in some way an online class its never going to be the same as a ""common"" class, it can have cons and pros. ",Counterclaim
"However, in some cases the distance learning from the home can be beneficial.",Counterclaim
"Some may say that getting on an electronic device rather than going to school to attend classes can be more tiring and stressful, because that would include staring at a screen for countless hours. Some may also complain that there isnt a person teaching the subjects ",Counterclaim
"While yes there are distractions inside the houses of the students like TV's, video games, their phones, and so on ",Counterclaim
"While yes there is somethings that could go wrong like internet outage, students not doing the work cause no one is there to watch, and so on.",Counterclaim
"Some people may say that taking online classes is overall, not beneficial to students because it isolates them from other people their age and doesn't allow them to have the best education possible.",Counterclaim
Some may argue that student should not attend classes from home by way of online or video conferencing ,Counterclaim
"Although many students will like this idea taking classes at home by just grabbing their computers or phone and ready to study. Their is a main reason why they would like t because their will not be teachers' to tell them where to sit, to be quiet or getting in trouble.
",Counterclaim
"I have given you three reasons on how doing your classes online can be benificial, but there are also some disadvantages. One of them could be not interacting with other students.",Counterclaim
"Although some say that learning from home is counter intuitive,",Counterclaim
"There would be possible downsides, though. It is almost certain that a few students, the kind that you see vaping, or sitting in the back of the class, never doing their work, would take advantage of the out-of-building education. They would see it as an opportunity to get away from their teachers making sure they get their schoolwork done, and would treat the time spent out of the school, due to disablement or quarantine, as a kind of break from having to do work.",Counterclaim
 Some people could argue that they understand a class enough not to attend,Counterclaim
"It can be argued that with the growing teenage population, more disrespect is shown in school, thus making students not want to attend certain classes.",Counterclaim
Some would say to trust the honesty of the student,Counterclaim
some may say that taking online classes at home benefits a student because students have less distractions;,Counterclaim
"With this,comes a conflict in the social aspect of learning ",Counterclaim
"Although working from home may inject some distraction into the work period,",Counterclaim
" Now, some may argue that the subset of students previously mentioned is not representative of the majority of students,",Counterclaim
"Although, some might say that attending school from home is an appropriate option. Due to students feeling more safer at home or they have more independence at home ",Counterclaim
Some say that taking online classes or videos conferencing from home is a benefit for students.,Counterclaim
Other say that online classes or videos conferencing explain in good details..,Counterclaim
"There can be many way of benefiting from distance learning, for instance, time management.",Counterclaim
The next benefiting thing from distance learning is having a comfortable setting where the student can do their work.,Counterclaim
"Some people may counter this viewpoint in many ways. For instance, students are better able to learn in their home because they are comfortable.",Counterclaim
Another viewpoint is that students will have fewer distractions at home.,Counterclaim
"On the other hand, many can argue that being alone and not being able to communicate or socialize with others is what actually leads to depression, and for some, their home can be the opposite of a comfortable place.",Counterclaim
Some may believe that online school is better because the people who have a hard time in school by getting bullied won't have that fear anymore.,Counterclaim
Their are some positive things about taking online classes ,Counterclaim
"Some may argue that you could benefit from attending classes from home, like you could learn better by not being around a lot of other students and learn where there's nobody around, or just like being around their families where they're are more relax at. ",Counterclaim
" But others who live at home and do school work all the time he/she will probably never make new friends, see new things, over come challenges,etc.",Counterclaim
"I know I know you might say ""but a lot of kids love socializing that their thing"".",Counterclaim
"However, it is likely that students will take advantage of this feature in a negative way. The lack of commitment to the online learning can decrease their will to learn. They can skip class and not get anything done at home. In addition, there is a lot of room for malfunctions in the technology.",Counterclaim
"Although online schooling programs ultimately offer students an education that fits them, there are some downsides that come with distance learning programs. Distance learning programs rely on the use of technology. Students in these programs have all of their school work online.",Counterclaim
 Another problem students face when learning through technology is the gap between them and the classroom.,Counterclaim
Technology can be expensive,Counterclaim
There is a gap when it comes to technology ,Counterclaim
Others may still say that some students would benefit from being able to attend classes from home because its better for the students needs. Some students doesn't even probably are more comfortable being in a public environment anyways so they find it best to stay home. ,Counterclaim
"Even though some may believe that ""students would benefit from being able to attend classes from home""",Counterclaim
Everyone has a reason to be home schooled,Counterclaim
"On the contrary, the online classroom does have some limitations. Firstly, not every student may have access to internet at their home. Other students may have spotty connection at best or limited amount of screen time.",Counterclaim
Some may argue that allowing distance learning could actually harm students. ,Counterclaim
Some others will say that attending classes from home can be a good idea because they can work on in any time,Counterclaim
Some people may say that students won't benefit from being able to attend classes from home because they won't get to meet new people and make friends and they won't really experience the real world. ,Counterclaim
Most parents believe actual school is better for students because they might have a better chance in getting higher education and better jobs ,Counterclaim
"But this method of learning is not always the case for some students, because it gives this students an opportunity to become nonchalant about their classes; Consequently, they start to fool around and get distracted at times.",Counterclaim
"Although students could make friends at school and learn real life social skills,",Counterclaim
Parents believe that a student would rather benefit from going to school and doing the work rather than staying at home and doing their classes there.,Counterclaim
"Some might say that online schooling is just another expense to the school,",Counterclaim
Some people think that students are better off taking classes from school ,Counterclaim
Although some may believe otherwise ,Counterclaim
Arguers of this debate would say that distance learning should not be offered to students because it would be easy for a student to become unmotivated if not put in a classroom where ones teacher is continuously monitoring their work ,Counterclaim
"However, allowing a student to take online classes doesn't mean they're able to sit at home doing anything,",Counterclaim
Yet some still believe that school should be a student's only focus ,Counterclaim
"Some say that the sense of being overwhelmed can still occur if one isn't able to keep up with their work, ",Counterclaim
But many students wouldn't like it for many reasons. They believe that doing it at school is better then at home. ,Counterclaim
Some students would think other wise then me and other students that agree with me.,Counterclaim
Some may believe students are better off with distance learning because it eliminates social anxieties and discomfort in the classroom ,Counterclaim
Some people my say that if students have home school it will be good because some students can get bully at school and they do not want to go back. ,Counterclaim
"Some may say, School districts should keep it as a traditional learning because they offer plenty of assistance for the students if they are struggling. Traditional learning has been here for years because it has been successful and is the best way for students to learn information that they will remember even after they graduate.",Counterclaim
"Some people address that attending school physically has many more benefits,",Counterclaim
 Some may say that distance learning is not beneficial to students because the courses offered online are not the ones they need for school. ,Counterclaim
"Some may say that their immune system is healthy; therefore, they wont benefit from distance learning.",Counterclaim
Some may say that they that they can go to school and watch their children.,Counterclaim
Some may say online classes is not such a good idea because some people do not have internet or any technology.,Counterclaim
But if you were to work from home you would be able to cheat on the test or not even focus on it you could be watching TV while doing the test and that isn't the best choice,Counterclaim
Now i'm not 100% sure about staying home and doing class from there would work out because not all students have the same mindset some like being in school because the teacher pushes them to do their work we all need a little push in life also some students can get away with so much from home if they were do a assignment or test you can just easily search up the answers. Some of my friends have done that when their teachers post things on Google classroom they don't usually do it themselves,Counterclaim
"A counterclaim to this would be that since the students are at home, they could get lazy and not do their work, or not even attend their classes.",Counterclaim
Computers can do various things,Counterclaim
"While you can also do that online,",Counterclaim
"Distance learning is good for when a student is sick or out of town,",Counterclaim
 Being in the classroom is extremely well since you can talk with the teacher one on on and can usually always ask for help.,Counterclaim
Although some people say that they won't focus on their school work at home,Counterclaim
For my counter argument I'm saying that they should not allow students to do online school. Doing school at home could be difficult for some students.,Counterclaim
"Those who believe students would benefit from being able to attend classes from home have their reasons. They think it's much safer for students to take an online class at home. And they also believe it might be better for students to study under a quite environment.
",Counterclaim
"Although some may say otherwise,",Counterclaim
"Some may say students will not learn anything from online classes,",Counterclaim
"Some people may say students should be focusing on school work first before anything else,",Counterclaim
Some may say students should challenge themselves instead of finding an easy way like taking online classes.,Counterclaim
"In contrast, some students would benefit for taking classes online from home because, students feel safety at home, some students live far away of the school and they do not have transportation. Also, some students have jobs and other responsablities. ",Counterclaim
While there many benefits to virtual classes if utilized properly ,Counterclaim
